,polarity,tweet
45,0.4333333333333333,Uplift car gorgeous mod like Genuine Carbon Fiber Dashboard Trim For Model Matte Use code EALC
46,-0.8,I HATE #Tesla Dont ever buy #Solar Panels company You regret The stress aggravation caused
47,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
48,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
49,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
50,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
51,0.4,I proud support great American company American made car #tesla #model
52,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
53,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
54,-0.25,I love #Tesla elonmusk purchase service horrible My sale rep even responding text I
55,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
56,0.6,elonmusk After FSD solved chance mind change wheel vehicle assuming kind auto bala
57,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
58,-0.225,Charcoal grey #Tesla driver clasping hand behind head breezed westbound thru intersection West Br
59,0.2,Watch reaction I warned fastest car world He didnt think could much faster
60,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
61,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
62,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
63,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
64,0.0,jpr I literally see chart make car manager except #Tesla #VW Group break
65,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
66,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI
67,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
68,0.0,CatzCoin Catz moooon nanauraguru smah emipoemipo remi manamero #Tesla #CATZ #giveaway
69,0.0,Just imagine #AMC #GME #dogecoin #Bitcoin #Tesla #BlackBerry #altcoins #Cryptocurency #StockMarket c
70,0.525,DaCryptoMonkey Legend Welcome #ELONGATE family This token change world My dream first A
71,0.6,Monolith cleaned ready trip Shoutouts elonmusk best car Ive ever owned Gfilche
72,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
73,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
74,-0.05,ModelOwners Summon joke feature Never seen something beta long user paying FSD
75,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
76,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
77,0.39999999999999997,ValueAnalyst oh wow I absolutely loved series You going want buy tsla
78,0.0,The prediction #VWGroup lead market share #Tesla #GeneralMotors #Ford maint
79,0.2,Watch reaction I warned fastest car world He didnt think could much faster
80,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
81,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
82,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
83,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
84,0.21818181818181817,#Tesla unveils new supercomputer th powerful world train selfdriving AI #Ma
85,0.0,Just imagine #AMC #GME #dogecoin #Bitcoin #Tesla #BlackBerry #altcoins #Cryptocurency #StockMarket
86,0.0,Come papa #CantWait #Tesla #PLAID
87,0.2,Watch reaction I warned fastest car world He didnt think could much faster
88,0.6,Loving #dogmode #Tesla Model Y elonmusk Tesla
89,0.0,In case confusion #tesla Americans show support elonmusk #USA #MADEinUSA #americanm
90,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
91,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
92,0.09833333333333333,My older original grey next younger darker sibling #Tesla
93,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
94,0.0,Day posting dog sweater MrBeastYT give Tesla #mrbeast #Tesla #sweaterdogsfortesla #dogs
95,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
96,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
97,0.0,BEAKING officially breached TSLA #Tesla
98,0.0,alexavoigt How #Tesla would respond #TollNaka #Mumbai ACIMumbai chakachakdadar PotholeWarriors Cabipool
99,0.15,Elon Musk add billion net worth today #Tesla stock rise #elonmusk
100,0.0,alexavoigt How #Tesla would respond #TollNaka #Mumbai ACIMumbai chakachakdadar PotholeWarriors
101,0.8,CatzCoin Become Catz hodler get chance win one #Tesla Can call mother
102,0.21666666666666665,TSLA made strong ascending triangle breakout Upside take low Turning suppor
103,0.2,Flyover reveals #Tesla S delivery entire factory filled car stranded still r
104,-0.125,Let show deep rabbit hole go joerogan elonmusk #ufo #alien #astronomy #space #universe #woke
105,0.11666666666666665,TSLA winning initial #BTC investment ealized M Estimating average buy price
106,0.3181818181818182,#Tesla Shows Off Its Brand New #AITraining Supercomputer Interesting Engineering
107,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
108,0.14571428571428574,LIMITED TIME ONLY Open account get free stocksefer get free #stocks
109,0.4,Teslas Supercomputer Dojo Will Train VisionOnly Autonomous Tech Via automeme
110,0.0,elonmusk Elon dont plan build facility #bitcoin miner #starbase #SpaceX #Tesla
111,-0.25,All offer truth nothing nncloakgear novanodfitness joerogan elonmusk #ufo #alien
112,0.2,Watch reaction I warned fastest car world He didnt think could much faster
113,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
114,0.6,Elon Musk liked tweet Tesla Owners Austin #Tesla TSLA
115,0.4,Teslas Dojo supercomputer train visioncentric autonomous tech At CVP workshop Tesla explained
116,0.0,Do miss TripleTake #apexlegends #apex #twitter #trending #newtrend #smallstreamersconnect #dogecoin #tesla
117,0.4,I proud support great American company American made car #tesla #model
118,0.0,Tech roaring back Ive always tech People always told diversify Never Innovation
119,0.2,#Tesla TSLA Unusual #Options Activity Detected #OptionsTrading Check Options Money Flow Grid Day Options Power Unus
120,0.0,agusnox ICannotEnough YatinKheti GerlandSam TSLAQQ carsonight TeslaTony TeslaHistorian Any sufficiently advanc
121,0.2,Watch reaction I warned fastest car world He didnt think could much faster
122,-0.5999999999999999,In Focus Lordstown Motors We Wanted It So Bad Why Investors Got It Wrong
123,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
124,0.2,Watch reaction I warned fastest car world He didnt think could much faster
125,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
126,-0.07500000000000001,Number Teslas registered Norway today Model S Model X Model making total Sour
127,0.0,NWGC #LITHIUM #ELONMUSK #MINING #TESLA #CLEANENEGY #CLAY #Infrastructurebill #METALEFINING
128,0.0,TeslaWhat Can You Say #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
129,0.0,Elon Musks Wonder Fear The Duality Innovation #Tesla #innovation #technology elonmusk #
130,0.0,TSLA There go #Tesla Deep retrace momentum shifting harmonic spring back test spring bullish diverge
131,0.2857142857142857,Dont Ignore Focus course correct right #Apple #Microsoft #Amazon #Tesla #alibaba #visa #Walmart
132,0.0,agusnox ICannotEnough YatinKheti GerlandSam TSLAQQ carsonight TeslaTony TeslaHistorian Any sufficiently
133,0.21818181818181817,Tesla unveils new supercomputer th powerful world train selfdriving AI Electrek #Tesla #AI #superco
134,0.0,The biggest danger legacy auto manufacturer pose Tesla legacy auto driver drive one shitty EVs
135,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
136,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
137,0.3,jpr BCooper GaysTesla I sometimes laugh tweet #Tesla community #VW still cant man
138,0.2,Watch reaction I warned fastest car world He didnt think could much faster
139,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
140,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
141,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
142,0.0,A note geometric optic invitation visit store link There c
143,0.0,Elon Musks Wonder Fear The Duality Innovation #Tesla #innovation #technology elo
144,0.4,Day tweeting Elon Tesla free Cybertruck elonmusk Tesla Follow life hack #memes #memesdai
145,-0.15555555555555559,NYC Just Shut Down Tesla Taxi Fleet Favor Gas Guzzlers Futurism #Tesla
146,0.037500000000000006,Whenever Im talking someone elonmusk amp bring much money amp say he extreme capit
147,0.0,Last month Elon Musk sent #Bitcoin price plunging announcing #Tesla would longer accept bitcoin payme
148,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
149,0.0,#Teslas #Dojo #supercomputer train #visioncentric #autonomousdriving tech Engadget
150,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
151,0.0,There Tesla Industrial #Tesla
152,0.0,Solar powerwall #tesla #teslachina #solar #solarpowerwall
153,0.0,There Tesla Commercial #Tesla
154,0.6,SawyerMerritt Shat TSLA ripped today Nice surprise checking stonks work #Tesla
155,0.0,There Tesla Energy #Tesla
156,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
157,0.5625,Ok thats pretty impressive I wonder safety crash anomaly Are #tesla car safe
158,0.0,Do think #Tesla announce accepting DOGE year #dogecoin #dogearmy #btc #cryptocurrencies #
159,0.3,Stray Doge Token Official Website Launch July th Join u Twitter exciting news #Bitcoin #BitcoinCrash
160,0.3,Stray Doge Token Official Website Launch July th Join u Twitter exciting news #Bitcoin #BitcoinCrash
161,0.0,#Tesla #Doge race car
162,0.6,Elon Musk liked tweet fromoss Gerber #Tesla TSLA
163,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
164,0.4,I proud support great American company American made car #tesla #model
165,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
166,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
167,0.25,#Tesla Model top American Made Index first time EV conquers list
168,0.0,Biggest Short Squeezes All Time #shortsqueezed #shortsqueeze #news GME TSLA AMC CLOV
169,0.0,Biggest Short Squeezes All Time #shortsqueezed #shortsqueeze #news GME TSLA AMC
170,0.3,Tesla Inc TSLA stock rose Currently #Tesla #Bot
171,0.6,Elon Musk liked tweet Tesla Owners Austin #Tesla TSLA
172,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
173,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
174,-0.4,Where fuck Gordon TSLA #Tesla
175,0.3,Stray Doge Token Official Website Launch July th Join u Twitter exciting news #Bitcoin
176,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
177,0.0,teslacn elonmusk TeslaCharging I decided post #Bitcoin deposit address Twitter They say effort wo
178,0.0,teslacn elonmusk TeslaCharging I decided post #Bitcoin deposit address Twitter They say effort
179,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
180,0.0,HODL taking u moon #x #Bitcoin #Cryptocurency #Crypto #Coinbase #BTC #ShibaSwap #SHIBAMY #shibainu #S
181,0.0,elonmusk Teslarati esidentSponge I want ride #Tesla would choose one buy I could garage
182,0.39999999999999997,The True Inspirational Story #ElonMusk Full Video #motivation
183,0.6,Elon Musk liked tweet Tesla Owners Austin #Tesla TSLA
184,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
185,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
186,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
187,0.2,Watch reaction I warned fastest car world He didnt think could much faster
188,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
189,0.0,There lot fear market Bilions dollar invested institution company like #tesla
190,0.0,HODL taking u moon #x #Bitcoin #Cryptocurency #Crypto #Coinbase #BTC #ShibaSwap #SHIBAMY #shibainu #S
191,0.25,#Tesla #Model top American Made Index first time #EV conquers list #ModelY appears
192,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
193,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
194,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
195,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
196,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
197,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
198,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
199,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
200,0.6,ElonPeg I #LoveElonPeg simply real #Crypto #Tesla #Binance best time get b
201,0.0,#this way #doge #dogecoin #ElonMusk dogecoin elonmusk #Tesla Tesla #cryptocurrency #pic #picturethis
202,0.26666666666666666,Only day left Youve got win #ElonPeg #LoveElonPeg #Tesla #Bitcoin
203,0.0,When youve done kmh #Tesla Model S Plaid nothing
204,0.06818181818181818,#Breaking The newest #Tesla Elon Musk drive onstage new Model S Plaid mph second
205,-0.03571428571428571,EvEvangelist jpr Delaying replacement car possible limited extent repair cost ri
206,0.26666666666666666,Only day left Youve got win #ElonPeg #LoveElonPeg #Tesla #Bitcoin
207,0.0,Yooo would #Tesla ever enter #NASCA show #Elonmusk
208,0.0,HODL taking u moon #x #Bitcoin #Cryptocurency #Crypto #Coinbase #BTC #ShibaSwap #SHIBAMY #shibainu #S
209,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
210,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
211,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
212,0.12083333333333333,Its worth noting Tesla major automaker claim domestic production car sell th
213,0.6,Elon Musk liked tweet fromoss Gerber #Tesla TSLA
214,0.0,Australia #Tesla #Cybertruck #Hotwheels hopefully get soon
215,0.16666666666666666,Gfilche elonmusk BOXABL Can imagine actual house wall STUFFED super valve plumbing
216,0.6,Elon Musk liked tweet Vincent #Tesla TSLA
217,-0.050000000000000044,Want buy Made USA #Tesla Model # Made America car Model Y #everyones beloved Ford F rank
218,0.6,Elon Musk liked tweet Vincent #Tesla TSLA
219,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
220,0.125,Mark My Words Andemember First You Heard It Hear BIG ANNONCMENT ON #DOGECOIN COMMING SOON FOM TESLA max
221,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
222,0.0,HODL taking u moon #x #Bitcoin #Cryptocurency #Crypto #Coinbase #BTC #ShibaSwap #SHIBAMY #shibainu #S
223,0.0,HODL taking u moon #x #Bitcoin #Cryptocurency #Crypto #Coinbase #BTC #ShibaSwap #SHIBAMY #shibainu
224,-0.2,officialmcafee walking dead #cryptocurrency #Finance #stocks #G #dot #solano #USDT #CHZ #Chiliz #ElonMusk
225,0.2857142857142857,investingvalue Yeah right three stock billion marketcap proved point Have ever heard thes
226,0.0,China approves two cryptos currency Guess #vet #vechain #VeThor #tesla #ElonMusk #markcuban #bitc
227,0.0,deltagammaqueen #Tesla please
228,0.6,Elon Musk liked tweet Vincent #Tesla TSLA
229,0.0,COUNTDOWN DAYS TO #DUCKDAY Im accumulating #lunes #lunes #btc #eth #crypto #doge #tesla #b
230,0.0,elonmusk Tesla Where Tesla Boat #Tesla #teslaboat #Elonmusk etweet tesla boat
231,0.0,COUNTDOWN DAYS TO #DUCKDAY Im accumulating #lunes #lunes #btc #eth #crypto #doge #tesla #b
232,0.0,elonmusk Tesla Where Tesla Boat #Tesla #teslaboat #Elonmusk etweet tesla boat
233,-0.3,Explain owning #Tesla inconvenient Literally take second plug car I get home fractio
234,-0.2,Green City UT #tesla #roadtrip
235,0.2,Watch reaction I warned fastest car world He didnt think could much faster
236,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
237,0.2,Watch reaction I warned fastest car world He didnt think could much faster
238,0.0,#Tesla #Doge race car
239,0.2,Watch reaction I warned fastest car world He didnt think could much faster
240,0.0,Axious elonmusk Facts Tesla elonmusk #teslaboat #tesla
241,0.0,I made Twitter ask elonmusk wheres Tesla boat #teslaboat #tesla
242,0.0,I made Twitter ask elonmusk wheres Tesla boat #teslaboat #tesla
243,0.4,I proud support great American company American made car #tesla #model
244,0.0,#Tesla #Doge race car
245,0.2,Watch reaction I warned fastest car world He didnt think could much faster
246,0.0,#Tesla #Doge race car
247,-0.8,I HATE #Tesla Dont ever buy #Solar Panels company You regret The stress aggravation caused
248,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
249,0.2,Watch reaction I warned fastest car world He didnt think could much faster
250,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
251,0.11666666666666665,TSLA winning initial #BTC investment ealized M Estimating average buy price
252,-0.13636363636363635,Please help get elonmusk You help make positive change life unfortunately I
253,0.0,Current #Tesla Price
254,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
255,0.0,NWGC #LITHIUM #ELONMUSK #MINING #TESLA #CLEANENEGY #CLAY #Infrastructurebill #METALEFINING
256,0.0875,elonmusk Dearest Elon As disabled person I need wheelchair accessible vehicle Could make one deliver
257,0.4,I proud support great American company American made car #tesla #model
258,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
259,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
260,0.13636363636363635,#Tesla host #ArtificialIntelligence Day Hire New #Talents #ElonMusk analyticsinme
261,0.5,Im pull trigger tesla Model L AWD sure going replace seater mini
262,0.2,Watch reaction I warned fastest car world He didnt think could much faster
263,0.0,#Tesla expanding #China
264,0.0,Chinese Stocks Into Lithium Batteries #Lithium #Stocks #Investment #Cobalt #Battery #Technology
265,0.2,Watch reaction I warned fastest car world He didnt think could much faster
266,0.0,elonmusk Tesla To may concern My coworkers I talking today GFNY decided cuttin
267,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
268,-0.15,I dunk #Teslas rather flakey build quality quite frequently even I shocked latest fail
269,0.2,Watch reaction I warned fastest car world He didnt think could much faster
270,0.0,Safest car world TSLA #Tesla
271,0.0625,investingvalue CNBC Yeah manipulation option strike major player collusion tsla tslaq #tesla
272,0.075,Once upon time European buying American car like Erm go round corner okay Then #Tesla happened
273,-0.15625,I mean gas vehicle already universal port gasoline need electric car cha
274,0.0,tsla #tesla paying chat room spread rumor EVs never happen infrastructure country nee
275,0.0,investingvalue That one person See NU time article Tesla called carpet CCP quali
276,0.10416666666666666,No one Number one elonmusk Please watch Elon I hope love guy Pleaseetweeteally worked hard
277,0.0,Giuseppe Dal Zotto like Car industry explained #McLarenAutomotive #Subaru #Tesla
278,0.5,Camera isnt necessarily better camera along radar LiDar #Teslas data advantage might nece
279,0.0,BEAKING officially breached TSLA #Tesla
280,0.4,I proud support great American company American made car #tesla #model
281,0.0,tsla #tesla paying chat room spread rumor EVs never happen infrastructure country
282,0.0,#tsla #Tesla popped passed look like way
283,0.2681818181818182,#Tesla unveils new supercomputer train autonomous driving #AI #IoT #selfDrivingCar sebbourguignon tewoz kalydeo
284,0.0,China approves two cryptos currency Guess #vet #vechain #VeThor #tesla #ElonMusk #markcuban #bitc
285,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
286,0.0,The model S Plaid wider meaner ever Heres launching outside Tesla Tysons Corner #tesla #plaid
287,0.2681818181818182,#Tesla unveils new supercomputer train autonomous driving #AI #IoT #selfDrivingCar sebbourguignon tewoz kalydeo
288,0.0,NWGC #LITHIUM #ELONMUSK #MINING #TESLA #CLEANENEGY #CLAY #Infrastructurebill #METALEFINING
289,0.0,China approves two cryptos currency Guess #vet #vechain #VeThor #tesla #ElonMusk #markcuban
290,0.0,Currently DOGE At rate #Tesla Model Y cost Longange Performance
291,-0.050000000000000044,Want buy Made USA #Tesla Model # Made America car Model Y #everyones beloved Ford F rank
292,0.0,#Tesla Plaid Model S v F car
293,-0.05454545454545454,Tesla unveils new supercomputer th powerful world train selfdriving Artificial Intelligence
294,0.4,Teslas visiononly autonomous driving system powered supercomputer EFLOPS #Tesla #tech
295,0.0,ElonPeg #ElonPeg Take Me With You Uranus Geteady Launch Burn Baby Burn elonmusk Here You
296,-0.05454545454545454,Tesla unveils new supercomputer th powerful world train selfdriving Artificial Intelligence
297,0.1875,elonmusk love #Tesla stonk Came LV dealer since nobody pick phone told due hig
298,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
299,0.8,Happy Birthday #ThisIs #Tesla #TreatYourself
300,0.2,Day asking elonmusk #Tesla I could really use car What happens touch Dwayne Johnsons butt You hitock Bottom
301,0.125,Mark My Words Andemember First You Heard It Hear BIG ANNONCMENT ON #DOGECOIN COMMING SOON FOM TESLA max H
302,-0.05454545454545454,Tesla unveils new supercomputer th powerful world train selfdriving Artificial Intelligence
303,-0.05454545454545454,Tesla unveils new supercomputer th powerful world train selfdriving Artificial Intelligence
304,0.13636363636363635,Tesla Unveils Its New Supercomputer To Train SelfDriving AI #Tesla #SuperComputer #ArtificialIntelligence #AI #
305,0.125,Mark My Words Andemember First You Heard It Hear BIG ANNONCMENT ON #DOGECOIN COMMING SOON FOM TESLA max
306,0.0,SYA DMNXF SayonaMining QuebecSayona My view CAN SG dispute Also see screenshot Monitor
307,0.0,Chinese Stocks Into EV Charging Stations #China #Technology #Stocks #Investing #ElectricVehicles
308,0.2,Watch reaction I warned fastest car world He didnt think could much faster
309,0.0,ashwsbreal Check reading roadster #tesla #dogecoin
310,0.2,Watch reaction I warned fastest car world He didnt think could much faster
311,0.0,ElonPeg #ElonPeg Take Me With You Uranus Geteady Launch Burn Baby Burn elonmusk Here You
312,0.0,Tesla Set To Kickoff The Production Of The Model S Plaid Electric Sedan via GetTechSquare
313,-0.1758333333333333,All little fuckboys telling wait Ill see time high Not matter IF
314,0.0,ElonPeg #ElonPeg Take Me With You Uranus Geteady Launch Burn Baby Burn elonmusk Here
315,0.2,Watch reaction I warned fastest car world He didnt think could much faster
316,0.0,Also #Tesla still testing #Luminars #Lidar #Technology #AutonomousVehicles Beta testing LAZ Stoc
317,0.0,When majority car come back This call lot #hellateslas TeslaOwnersEBay elonmu
318,0.25,Shares electric car maker gained announcing first charging station China #FMTNews #Tesla
319,0.2,Watch reaction I warned fastest car world He didnt think could much fa
320,0.0,Teslarati esidentSponge Big oil punching like lil girl last breath Even competitor gett
321,0.0,Tesla paradise lot supercharger one place #Tesla #supercharger #electric #cars #netherlands #teslaModel
322,0.55,My parent become Tesla ownersone Tesla car zombieslolso far Im impressed w emit shiny
323,0.13636363636363635,From aschilling The moment elonmusk showed CyberpunkGame running infotainment system new Tesla Model S
324,0.0,#elon #Musk TShirt #thedogefather Amazon US #ElonMusk #dogecoin #bitcoin #Ethereum #crypto #
325,0.0,Model S Plaid Fund Weve already bought order get week
326,0.0,Day asking elonmusk Model #ElonMusk #Tesla #Model #Portugal
327,0.06590909090909092,investingvalue CNBC Not new really They beeen pumping ELon fraud Electric Jesus year tsla tslaq #tesla
328,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
329,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
330,0.0,Model S Plaid Fund Weve already bought order get week
331,0.4681818181818182,Welcome Giga Texas New arrival spotted morning Quad Squad member JoeTegtmeyer Its bridge crane hea
332,0.0,hikingskiing Future #Tesla I model except maybe semi Truck
333,0.029166666666666674,This mean every autonomous car german road compatible #IOTA Yes Including #Tesla
334,0.7,elonmusk know Nano #Tesla #crypto Mocked laughed belittled fundamental ar
335,0.15,teslainvernon Love #tesla #Supercharger map app Has anyone else reported missing data My history go
336,0.0,Tech roaring back Ive always tech People always told diversify Never Innovation
337,0.5,maroftmec langejanne elonmusk WholeMarsBlog To unveil latest version #tesla roadster announce
338,0.25,#Tesla Model becomes first allelectric car year AmericanMade Index
339,-0.10185185185185186,Congrats follower amp long term investor sticking down loading boat We closed
340,0.4,I proud support great American company American made car #tesla #model
341,-0.3,#Tesla #Model Californias San Bernardino Mountains loses control fall ft side mountain occupa
342,0.0,# #Tesla Stop loss
343,-0.25,I love #Tesla elonmusk purchase service horrible My sale rep even responding text I
344,0.11666666666666665,TSLA winning initial #BTC investment ealized M Estimating average buy price
345,0.65,TSLA great time portfolio allocation #Tesla Better time yet come
